id;% ??;PREZZO LISTINO 2008;PREZZO LISTINO 2009;LISTINO 2010;% ??;LISTINO 2011;% ??;LISTINO 2012;IMMAGINE;TIPO MATERIALE O TESSUTO;BARCODE;NS. ART.;DESCRIZIONE;CODICE FORNITORE;DESCRIZIONE IN INGLESE;COLOUR ;FABRIC - GLASS;DIMENSIONI ARTICOLO Cm.;VOLUME IMBALLO m³;PZ. IMB.;DIMENSIONI IMBALLO Cm.;COSTO FOB 2012 USD;COSTO FOB 2012 EUR; CALCOLO 30 CBM ; CALCOLO 68 CBM ;Q.tà per container;;Trasp.;DAZI USD;PREZZO LISTINO 2011 DA ARROT.;COSTO EUR TRASPORTO COMPRESO 2011;PESO ART. Kg.;PESO IMBALLO Kg.;FORNITORE;COSTO FOB 2008 USD;COSTO FOB 2009 USD;COSTO FOB 2009 EUR;COSTO FOB 2010 USD;COSTO FOB 2010 EUR;a;b;c
339;;;;194;;200,5;6,65;188;;;;10150;BASE RETTANGOLARE SPICA CM. 40X60X73 H PIANO MAX: CM. 120X80;BCI01701-40x60;"Powder coating steel base Steel iron chassis
size: 40*60*H73cm, top cross: DIAM. 45cm
Column: 80*80mm
N.w.: 24.30 kgs
";;;;;1 pezzo 2 cartoni;;44,23;33,01;;;600;;6;1,33;188,04;39,01;24,3;;TOPHINE;;;;43,6;32,09;;;PARTI DI MOBILI
340;;;;240,8;;249,9;9,37;228,5;;;;10160;"BASE QUADRA SIRIO CM. 40X40X73 H PIANO MAX: CM. 80X80
";BSS01701-40;"#304 Stainless steel base, N.w.: 18.50kgs
Steel iron chassis
size:40*40*H73cm, top cross: DIAM. 45cm
Column: 80*80mm
";;;;;1 pezzo 2 cartoni;;58,7;43,81;;;1000;;3,6;1,76;228,53;47,41;;;TOPHINE;;;;61,4;45,12;;;PARTI DI MOBILI
341;;;;279;;289,6;7,3;269,9;;;;10165;"BASE QUADRA ALTA SIRIO CM 40X40X73 H PIANO MAX: CM 80X80
";BSS01701-40-S-H;"#304 Stainless steel base, N.w.: 18.50kgs
Steel iron chassis
size:40*40*H110cm, top cross: DIAM. 45cm
Column: 80*80mm
";;;;;1 pezzo 2 cartoni;;70,2;52,4;;;1000;;3,6;2,11;269,9;56;;;TOPHINE;;;;72,2;53,08;;;PARTI DI MOBILI
342;;;;229,5;;238,1;10,85;214,8;;;;10170;"BASE TONDA SIRIO DIAM.  CM. 40X73 H PIANO MAX: DIAM.  CM. 80 
";BSS01703-40;"#304 stainless steel table base, N.w.: 15.00 kgs
Steel iron chassis
Size: DIAM. 40*H73cm, top cross: DIAM. 45cm
Column: DIAM. 76mm
";;;;;1 pezzo 2 cartoni;;54,88;40,96;;;1000;;3,6;1,65;214,78;44,56;;;TOPHINE;;;;58,2;42,75;;;PARTI DI MOBILI
343;;;;317,5;;329,4;1228,23;24,8;;;;10175;"BASE RETTANGOLARE SIRIO CM 40X60X73 H PIANO MAX: CM 120X80
";BSS01701-40*60;"#304 stainless steel table base, N.w.: 24.30kgs
Steel iron chassis
Size: 40*60*H73cm, top cross: DIAM. 45cm
Column: 80*80mm
";;;;;1 pezzo 2 cartoni;;;0;;;700;;5,14;0;24,79;5,14;;;TOPHINE;;;;80,2;57,29;;;PARTI DI MOBILI
344;;;;362,3;;376,2;-1,93;383,6;;;;10185;BASE QUADRA REGOLO CM 40X40X73/110 H PIANO MAX: CM 60X60;"BSS98102-40-110
40*40*H73/110
";"#304 Stainless steel base, N.w.: kgs
 Steel iron chassis
size:40*40*H73/110cm, top cross: DIAM. 25cm
Column: 80*80mm,column with air pump

";;;;;1 pezzo 2 cartoni;;100,61;75,09;;;800;;4,5;3,02;383,64;79,59;;;TOPHINE;;;;94,1;69,37;;;PARTI DI MOBILI
345;;;;258,1;;266,6;10,71;240,8;;;;10195;"BASE RIBALTABILE VEGA DIAM.  CM 65X73 H PIANO MAX: DIAM.  CM 100/CM 80X80 
";B99291-1;"#304 Stainless steel table base, N.w.: 5,40 kgs
Size: DIAM. 68*H71cm, top cross: FP4 cross DIAM. 45,5cm foldable system
Column: DIAM. 76 mm
";;;;;1;;54,88;40,96;;;400;;9;1,65;240,81;49,96;5,4;;TOPHINE;;;;56,1;41,25;;;PARTI DI MOBILI
346;;;;118,1;;122;6,55;114,5;;;;10205;"BASE A 3 RAZZE ANTARES DIAM.  CM 58X71 H PIANO MAX: DIAM.  CM 80
";BAM0405;"Alu. table base, N.w.:2,90 kgs
size: DIAM. 58*H71cm, top cross: DIAM. 48cm
Column: DIAM. 60*1.5mm
with 3 kgs heavy parts ";;;;;1;;26,47;19,76;;;900;;4;0,79;114,51;23,76;;;TOPHINE;;;;25,9;19,07;;;PARTI DI MOBILI
347;;;;129,6;;133,8;0,9;132,6;;;;10210;"BASE A 4 RAZZE ANTARES DIAM.  CM 66X71 H PIANO MAX: DIAM.  CM 110/CM 90X90
";BAM0406;"Alu. table base, N.w.: 3,20 kgs
size: DIAM. 66*H71cm, top cross: DIAM. 48cm
Column: DIAM. 60*1.5mm
with 4 kgs heavy parts";;;;;1;;30,84;23,02;;;800;;4,5;0,93;132,64;27,52;;;TOPHINE;;;;28,2;20,8;;;PARTI DI MOBILI
348;;;;142,7;;147,3;2,29;144;;;;10215;"BASE A 4 RAZZE ALTA ANTARES DIAM.  CM 66X110 H PIANO MAX: DIAM.  CM 60/CM 60X60
";BAM0406-H;"Alu. table base, N.w.:3,20 kgs
size: DIAM. 66*110 cm, top cross: DIAM. 48cm
Column: DIAM. 60*1.5mm
with 4 kgs heavy parts";;;;;1;;33,13;24,73;;;700;;5,14;0,99;143,97;29,87;;;TOPHINE;;;;30,7;22,64;;;PARTI DI MOBILI
349;;;;202;;208,5;0,92;206,6;;;;10220;"BASE A 2+2 RAZZE ANTARES CM 108X60X71H PIANO MAX: CM 140X90
";BAM10604;"Alu. table base, N.w.: kgs
size: 108*60*H71cm, top cross: DIAM. 48cm
Column: DIAM. 60*1.5mm
with 4 kgs heavy parts ";;;;;1;;47,78;35,66;;;500;;7,2;1,43;206,59;42,86;;;TOPHINE;;;;43,6;32,17;;;PARTI DI MOBILI
350;;;;;;;;98,4;;;;10225;BASE A 3 RAZZE MIZAR CM DIAM.  58X71H PIANO MAX: DIAM.  CM.90;BAM 0403;Alu table base Size: DIAM.  58x71 h Top cross: Alu-cross, DIAM.  48 cm Column: DIAM.  60x1.5 mm ;;;;;1;;22;16,42;;;900;;4;0,66;98,43;20,42;;;TOPHINE;;;;;;;;PARTI DI MOBILI
351;;;;;;;;111,6;;;;10230;BASE A 4 RAZZE MIZAR CM DIAM.  62X71H PIANO MAX: DIAM.  CM.110/ CM, 90X90 ;BAM 0404;Alu table base Size: DIAM.  62x71 h Top cross: Alu-cross, DIAM.  48 cm Column: DIAM.  60x1.5 mm ;;;;;1;;25;18,66;;;800;;4,5;0,75;111,63;23,16;;;TOPHINE;;;;;;;;PARTI DI MOBILI
352;;;;130,8;;135,7;1328,42;9,5;;;;10400;PIANO TAVOLO IN TEAK DIAM.  CM 60 ;WT0401;"Teak wood table top
Edge and main structure batten thickness 22mm
";;;Size: DIAM. 60cm;;1;;;0;;;1818;;1,98;0;9,54;1,98;;;TOPHINE;;;;33,3;23,79;;;PARTI DI MOBILI
353;;;;210,9;;218,8;1210,18;16,7;;;;10402;PIANO TAVOLO IN TEAK DIAM.  CM 80 ;WT0401;"Teak wood table top
Edge and main structure batten thickness 22mm
";;;Size: DIAM. 80cm;;1;;;0;;;1040;;3,46;0;16,68;3,46;;;TOPHINE;;;;53,2;38;;;PARTI DI MOBILI
354;;;;162,2;;168,4;1672,63;9,5;;;;10410;PIANO TAVOLO IN TEAK CM 60X60;WT0403;"Teak wood table top
Edge and main structure batten thickness 22mm
";;;Size: 60*60cm;;1;;;0;;;1818;;1,98;0;9,54;1,98;;;TOPHINE;;;;42,2;30,14;;;PARTI DI MOBILI
355;;;;252,6;;262,2;1470,06;16,7;;;;10412;PIANO TAVOLO IN TEAK CM 80X80;WT0403;"Teak wood table top
Edge and main structure batten thickness 22mm
";;;Size: 80*80cm;;1;;;0;;;1040;;3,46;0;16,68;3,46;;;TOPHINE;;;;65;46,43;;;PARTI DI MOBILI
356;;;;360,7;;374,5;1617,89;21,8;;;;10418;PIANO TAVOLO IN TEAK CM 120X80;WT0411;Teak wood table top Edge and main structure batten thickness 22mm;;;Size: 120*80cm;;1;;;0;;;795;;4,53;0;21,83;4,53;;;TOPHINE;;;;93,6;66,86;;;PARTI DI MOBILI
357;;;;149,3;;154,4;631,75;21,1;;;;10450;PIANO TAVOLO IN MOSAICO DI MARMO CM 60X60;size:60*60cm;Marble mosaic table top;;;size: 60*60cm;;1;;;0;;;822;;4,38;0;21,11;4,38;;;TOPHINE;;;;34;24,29;;;PARTI DI MOBILI
358;;;;261,4;;270,5;688,63;34,3;;;;10470;PIANO TAVOLO IN MOSAICO DI MARMO DIAM.  CM 80 ;size: DIAM. 80cm ;Marble mosaic table top;;;size: DIAM. 80cm ;;1;;;0;;;506;;7,11;0;34,29;7,11;;;TOPHINE;;;;60,6;43,29;;;PARTI DI MOBILI
359;;;;358,1;;371,1;969,45;34,7;;;;10490;PIANO TAVOLO IN MOSAICO DI MARMO CM 120X80;size: 120*80cm;Marble mosaic table top;;;size: 120*80cm;;1;;;0;;;500;;7,2;0;34,7;7,2;;;TOPHINE;;;;87,8;62,71;;;PARTI DI MOBILI
360;;;;85,3;;87,8;316,11;21,1;;;;10540;PIANO TAVOLO IN GRANITO NERO CM 60X60;"G14
Black granite
";size: 60*60cm;;;;;1;;;0;;;822;;4,38;0;21,11;4,38;;;TOPHINE;;;;15,9;11,36;;;PARTI DI MOBILI
361;;;;154,8;;159,4;364,72;34,3;;;;10550;PIANO TAVOLO IN GRANITO NERO DIAM.  CM 80;"G14
Black granite
";size: DIAM. 80cm ;;;;;1;;;0;;;506;;7,11;0;34,29;7,11;;;TOPHINE;;;;30,4;21,71;;;PARTI DI MOBILI
362;;;;239,9;;247,8;528,93;39,4;;;;10560;PIANO TAVOLO IN GRANITO NERO CM 140X80;"G14
Black granite
";size: 140*80cm;;;;;1;;;0;;;440;;8,18;0;39,44;8,18;;;TOPHINE;;;;52,5;37,5;;;PARTI DI MOBILI
363;;;;67,3;;69;227,01;21,1;;;;10541;PIANO TAVOLO IN GRANITO PEPE E SALE DIAM.  CM 60;"G06
Grey granite
";size: DIAM. 60cm ;;;;;1;;;0;;;822;;4,38;0;21,11;4,38;;;TOPHINE;;;;10,8;7,71;;;PARTI DI MOBILI
364;;;;121,6;;124,9;264,14;34,3;;;;10551;PIANO TAVOLO IN GRANITO PEPE E SALE CM 80X80;"G06
Grey granite
";size: 80*80cm;;;;;1;;;0;;;506;;7,11;0;34,29;7,11;;;TOPHINE;;;;21;15;;;PARTI DI MOBILI
365;;;;160,1;;164,7;318,02;39,4;;;;10561;PIANO TAVOLO IN GRANITO PEPE E SALE CM 140X80;"G06
Grey granite
";size: 140*80cm;;;;;1;;;0;;;440;;8,18;0;39,44;8,18;;;TOPHINE;;;;29,9;21,36;;;PARTI DI MOBILI
366;-84;205,4;216,3;250,5;623,99;34,6;#DIV/0!;;; PVC IDROREP. 280 GR. ECRU';;46490;GAZEBO ARNO CM. 300X300 ;TP-006;Steel Gazebo 300x300 - H 260/210 Steel stand pole 35x35 mm Rbs 10x20 mm 8 mm Powder coating in black color finish Cover 180g/m2 polyester, with PA coating;;;300x300 - h. 260/200;0,071;1;204x21x17 cm;;0;;;920;;6,52; - ;0;;28;30;UNIVERSE;48,76;54,21;36,63;44,7;31,93;;;GAZEBO
367;0;631,3;698,7;698,7;0;698,7;0,6;694,5;;RESINATO IDROREP. 300 GR. VERDE E TENDE ECRU' 180 GR.;;46500;GAZEBO VOLTURNO CM. 300X300 COLOR VERDE;GEE2703;"3x3 Alum/Steel Gazebo:
Alum Fluted Pole:100x100MM x1.6mm Thickness
Metal crossbeam 30x60MM WITH GALVANIZATION
Steel Top Beam:12x22MM
300g PU coated polyester canopy Fabric color: 627 dark green
180g polyester corner curtain Fabric color : 603 beige
with 4 stainless steel decorative balls on top of the pole 
with stainless screws 
Powder coating #812";VERDE SCURO - ECRU';"canopy fabric color: 627 dark green ; corner curtain fabric color : 603 beige";300x300 cm;0,27;1;224X50X24;180;146,09;;;225;;26,67;21,6;694,47;172,75;55,5;55,5;YADA;152,79;197,8;148,24;163,5;132,21;;;GAZEBO
368;0;631,3;698,7;698,7;0;698,7;0,6;694,5;;RESINATO IDROREP. 300 GR. VERDE E TENDE ECRU' 180 GR.;;46501;GAZEBO VOLTURNO CM 300X300 COLOR ECRU';GEE2703;"Alum/Steel Gazebo:
Alum Fluted Pole:100x100MM x1.6mm Thickness
Metal crossbeam:30x60MM WITH GALVANIZATION
Steel Top Beam:12x22MM
300g PU coated polyester canopy Fabric color: 603 beige
180g polyester corner curtain Fabric color : 603 beige
with 4 stainless steel decorative balls on top of the pole 
with stainless screws 
Powder coating #812";TUTTO ECRU';"canopy fabric color: 603 beige; corner curtain fabric color : 603 beige";300x300 cm;0,27;1;224X50X24;180;146,09;;;225;;26,67;21,6;694,47;172,75;55,5;55,5;YADA;152,79;197,8;148,24;163,5;132,21;;;GAZEBO
369;0;649,1;727;727;0;727;-1,02;734,5;;RESINATO IDROREP. 300 GR. VERDE E TENDE ECRU' 180 GR.;;46504;GAZEBO VOLTURNO CM. 300X400 COLOR VERDE;GEE2703 3x4;"3x4 Alum/Steel Gazebo:
Alum Fluted Pole:100x100MM x1.6mm Thickness
Metal crossbeam:30x60MM WITH GALVANIZATION
Steel Top Beam:12x22MM
300g PU coated polyester canopy Fabric color: 627 dark green
180g polyester corner curtain bigger Fabric color : 603 beige
with 4 stainless steel decorative balls on top of the pole 
with stainless screws 
Powder coating #812";VERDE SCURO - ECRU';"canopy fabric color: 627 dark green ; corner curtain fabric color : 603 beige";300x400 cm;0,25;1;224X50X24;198;160,7;;;225;;26,67;23,76;734,46;187,36;65,8;65,8;YADA;163;213,3;160,18;175;141,97;;;GAZEBO
370;0;649,1;727;727;0;727;-1,02;734,5;;RESINATO IDROREP. 300 GR. VERDE E TENDE ECRU' 180 GR.;;46505;GAZEBO VOLTURNO CM. 300X400 COLOR ECRU';GEE2703 3x4;"Alum/Steel Gazebo:
Alum Fluted Pole:100x100MM x1.6mm Thickness
Metal crossbeam:30x60MM
WITH GALVANIZATION Steel Top Beam:12x22MM
300g PU coated polyester canopy Fabric color: 603 beige
180g polyester corner curtain Fabric color : 603 beige
with 4 stainless steel decorative balls on top of the pole 
with stainless screws 
Powder coating #812";TUTTO ECRU';"canopy fabric color: 603 beige; corner curtain fabric color : 603 beige";300x400 cm;0,25;1;224X50X24;198;160,7;;;225;;26,67;23,76;734,46;187,36;65,8;65,8;YADA;163;213,3;160,18;175;141,97;;;GAZEBO
371;0;677;734,9;734,9;0;734,9;-1,17;743,6;;RESINATO IDROREP. 300 GR. ECRU' C/TENDE180 GR. E ZANZARIERE;;46515;GAZEBO TEVERE CM. 300X300 COLOR ECRU';GAE2602;"3x3 beige Aluminum Gazebo
Alum Roman pole Dia 95mm x 1.6mmThickness
Alum double-track crossbeam: 90x27mm
Alum top beam: 26x15mm
with double roof
with 300g PU coated polyester canopy
with 180g polyester full side-walls + 4 zippers
with all around netting + 4 zippers
with stainless screws
Power coating #812";TUTTO ECRU';"canopy fabric color: 603 beige; side walls: fabric color : 603 beige; netting: white";300x300 cm;0,227;1;205x48x23 cm;185;150,14;;300;250;;24;22,2;743,6;174,14;49;53,5;YADA;169;198;148,78;172;138,71;;;GAZEBO
372;0;710,6;771,6;771,6;0;771,6;6,25;726,2;;RESINATO IDROREP. 300 GR. ECRU' C/TENDE 180 GR. E ZANZARIERE;;46520;GAZEBO TEVERE CM. 300X400 COLOR ECRU';GAE2602 3x4;"3x4 Aluminum Gazebo
Alum Roman pole Dia 95mm x 1.6mmThickness
Alum double-track crossbeam: 90x27mm
Alum top beam: 26x15mm
with double roof
with 300g PU coated polyester canopy
with 180g polyester full side-walls + 4 zippers
with all around netting + 4 zippers
with stainless screws
Power coating #812";TUTTO ECRU';"canopy fabric color: 603 beige; side walls: fabric color : 603 beige; netting: white";300x400 cm;0,227;1;205x48x23 cm;193;156,64;;300;250;;24;23,16;726,16;180,64;60;64,8;YADA;179;224,4;167,27;185;148,69;;;GAZEBO
373;;;;;;2158;-0,87;2177;;;;46700;GAZEBO LAMBRO CM. 300X300;PCA-WG05SS-3030;"3X3M SINGLE LAYER GAZEBO W/SIDEWALL
WOOD MATERIAL: NYATOH WOOD
WOOD FINISH: OIL FINISH
W/WOODEN HUB & RUNNER: DIA110MM
W/16PCS “U” SHAPE BRACKET ON HUB& RUNNER
W/16PCS S/S RIVET ON U SHAPE BRACKET
W/RIB IN SIZE OF:
20X35X(2090+1500+680+660)MM 8PCS
W/POLE IN SIZE OF 
DIA93X93X2100MM 4PCS 
DIA48X370MM 1PC
W/8PCS ALUM. ALLOY SOCKETS ON RIBS ENDS
W/8PCS DECORATIVE LEATHER PATCHES ON RIB ENDS
W/STAINLESS STEEL(304) CROSS 34X80X1.2X2500MMX1.2MM 4PCS
W/ STAINLESS STEEL(304) CONNECTOR 4PCS
W/ STAINLESS STEEL(304) BASE AT THE BOTTOM OF THE POLE 4PCS
ALL SCREW ARE S/S
DOUBLE SCREWS AT THE BOTTOM AND ON TOP OF POLE
COVER:TOP:310 G/M2 SPUMPOLY W/PU COATING IN BEIGE COLOR
SIDEWALL:180G/M2 POLYESTER W/WATER REPELLENT IN BEIGE COLOR

ALU FINIAL DIA 65 MM";310g/m2 spunpoly ;"Nyatoh wood wood finish : oil finish; SS HARDWARE";3X3M;0,323;1;"1PC/2CTNS/
212X22X22CM
255X32X27CM";514,5;417,57;;211;176;;34,09;61,74;2176,98;451,66;;;PCA;;;;;;;;GAZEBO
374;;;;;;2903,85;21,49;2390,2;;;;46705;GAZEBO LAMBRO CM. 300X400;PCA-WG05SS-3040;"3X4M SINGLE LAYER GAZEBO W/SIDEWALL--CU
WOOD MATERIAL:NYATOH
WOOD FINISH:OIL FINISH
W/ALUMINIUM HUB & RUNNER:DIA140MM
W/8RIB IN SIZE OF:
20X35X(2450+745+1990+730+1500+705)MM 
W/POLE IN SIZE OF 
DIA93X93X2100MM 4PCS DIA48X450MM 1PC
W/8PCS ZINC ALLOY SOCKETS ON RIBS ENDS
W/8PCS DECORATIVE LEATHER PATCHES ON RIB ENDS
W/STAINLESS STEEL (304) CROSS IN SILIVE COLOR34X80X1.2X3550MM 34X80X1.2X2550MM 4PCS
W/ STAINLESS STEEL (304) CORNER IN SILIVE COLOR 4PCS
W/STAINLESS STEEL (304) BASE AT THE BOTTOM OF THE POLE 4PCS
COVER:TOP:310G/M2 POLYESTER W/PU COATING IN BEIGE COLOR
SIDEWALL:180G/M2 POLYESTER W/WATER REPELLENT IN BEIGE COLOR

";310g/m2 spunpoly ;"Nyatoh wood wood finish : oil finish; SS HARDWARE";3X4;0,3831;1;212X22X22 358X29X27;567;460,17;;177;168;;35,71;68,04;2390,18;495,89;;;PCA;;;;;;;;GAZEBO
375;;;;;;2022,9;-0,71;2037,3;;;;46720;GAZEBO SESIA CM. 300X300;PCA-WG06-3030;"

3.0X3.0 TWO LAYERS ALUM GAZEBO W/SIDEWALL-CU
W/WOODEN HUB & RUNNER:DIA110+110+110MM
W/FULL ALUM.PROTECTOR ON HUB&RUNNER
W/ALUM FINIAL: DIA65MM
W/ALUM.RIB IN SIZE OF:
20X30X(900+200)MM 4PCS
20X30X(2090+1500)MM 4PCS
20X30X(680+650)MM 4PCS
W/ALUM POLE IN SIZE OF:
DIA93X93X2100MM 4PCS
W/ALUM.HANGING POLE IN SIZE OF:
DIA48X570MM 1PC
ALUM.FINISH:ANODIZED 
W/STAINLESS STEEL (304) CROSS 34X80X1.5X2500MM 4PCS
W/STAINLESS STEEL (304) CORNER CONNECTOR 4PCS
W/STAINLESS STEEL (304) BASE AT THE BOTTOM OF THE POLE 4PCS
ALUM.FINISH:POWDER COATING IN BLACK COLOR
COVER:TOP: 310G/M2 SPUNPOLY W/PU COATING IN BEIGE COLOR
 SIDEWALL:180G/M2 POLYESTER W/WATER REPELLENT IN BEIGE COLOR
W/8PCS WHITE COLOR DECORATIVE LEATHER PATCHES ON RIB ENDS



";310g/m2 spunpoly ;ALL ALUMINIUM/ SS HARDWARE;3.0X3.0M;0,323;;"1PC/2CTNS/
212X22X22CM
255X32X27CM";478,8;388,59;;;176;;34,09;57,46;2037,33;422,68;;;PCA;;;;;;;;GAZEBO
376;;;;;;2721,7;-0,64;2739,3;;;;46725;GAZEBO SESIA CM. 300X400;PCA-WG06-3040;"

3.0X4.0 TWO LAYERS ALUM GAZEBO W/SIDEWALL-CU
W/WOODEN HUB & RUNNER:DIA180+110+110MM
W/FULL ALUM.PROTECTOR ON HUB&RUNNER
W/ALUM FINIAL: DIA65MM
W/ALUM.RIB IN SIZE OF:
20X30X(1000+200)MM 4PCS
20X35X(2450+745)MM 4PCS
20X35X(1990+730)MM 4PCS
20X35X(1500+705)MM 4PCS
W/ALUM POLE IN SIZE OF:
DIA93X93X2100MM 4PCS
W/ALUM.HANGING POLE IN SIZE OF:
DIA48X630MM 1PC
ALUM.FINISH:ANODIZED 
W/STAINLESS STEEL (304) 34X80X1.2X3550MM/34X80X1.2X2550MM 4PCS
W/STAINLESS STEEL (304) CORNER CONNECTOR 4PCS
W/STAINLESS STEEL (304) BASE AT THE BOTTOM OF THE POLE 4PCS
ALUM.FINISH:POWDER COATING IN BLACK COLOR
COVER:TOP: 310G/M2 SPUNPOLY W/PU COATING IN BEIGE COLOR
 SIDEWALL:180G/M2 POLYESTER W/WATER REPELLENT IN BEIGE COLOR
W/8PCS WHITE COLOR DECORATIVE LEATHER PATCHES ON RIB ENDS



";310g/m2 spunpoly ;ALL ALUMINIUM/ SS HARDWARE;3.0X4.0M;0,412;;1PC/2CTNS 212X22X22 358X32X27;656,25;532,61;;;168;;35,71;78,75;2739,32;568,32;;;PCA;;;;;;;;GAZEBO
377;0;319,2;356,4;356,4;0;356,4;-8,05;387,6;;RESINATO IDROREP. 320 GR. ECRU';;46540;GAZEBO TICINO CM. 300X300 COLOR ECRU';X033;"3x3 Metal Gazebo
Square standing pole 50x50mm x 2.0mmThickness
Crossbeam 20x20mm
Top beam Dia 19mm
320g PU coated poleyster with water repellency
Fabric color #302
Powder coating color #812
With stainless screws
WITH GALVANIZATION";;;300x300 cm;0,12;1;227x25x21 cm;104;84,41;;;500;;12;12,48;387,55;96,41;37;40;YADA;76,7;100,5;76,34;72;60,34;;;GAZEBO
378;0;345,8;395,7;395,7;0;395,7;-6,54;423,4;;RESINATO IDROREP. 320 GR. ECRU';;46544;GAZEBO TICINO CM. 300X400 COLOR ECRU';X033 ;"3x4 Metal Gazebo
Square standing pole 50x50mm x 2.0mmThickness
Crossbeam 20x20mm
Top beam Dia 19mm
320g PU coated poleyster with water repellency
Fabric color #302
Powder coating color #812
With stainless screws
WITH GALVANIZATION";;;300x400 cm;0,12;1;227x25x21 cm;115;93,33;;;500;;12;13,8;423,44;105,33;41;44;YADA;84,6;113,5;86,01;81;67,71;;;GAZEBO
379;0;308,4;321;321;0;321;#DIV/0!;;;RESINATO IDROREP. 300 GR. ECRU';;46480;GAZEBO PIAVE CM.300X300 COLOR ECRU' ;4-A easy-up gazebo;"Elegant Alum-steel Easy-up gazebo
Alum pole 29*29/23*23mm 1.5mm Thickness
steel crossbeam:10*22*0.6mm
steel top beam:16*20*0.9mm
300g PU coated polyester canopy with 300*600D+PE oxford carrying bag Fabric #603 beige";POWDER COATING: COLOR WHITE FABRIC COLOR: 603 BEIGE;;300x300 cm;0,1;1;130x25,5x29,5;;0;;;648;;9,26; - ;37,22;9,26;13,5;16;YADA;76,85;92;62,16;78,76;56,26;;;GAZEBO
380;0;345,1;381,5;381,5;0;381,5;-1,83;388,6;;RESINATO IDROREP. 300 GR.;;46494;GAZEBO OFANTO CM. 300X300 ;XC211;"Umbrella style central design, easy to assemble Steel Gazebo:
Steel Pole:50*50MM x1.2mm Thickness
Steel crossbeam:20x30MMX 0.7mm thickness
Steel Top Beam:15x25MM X 0.7mm thickness
300g PU coated polyester canopy
with stainless screws 
with galvanization with unique eye-style corner design #603 Beige";#603 Beige;;300x300 cm;0,17;1;214x37x21 cm;98;79,54;;;350;;17,14;11,76;388,65;96,68;31;34,5;YADA;77,25;102;76,86;86,02;69,84;;;GAZEBO
381;7,27;95,2;100,4;100,4;-6,78;107,7;-6,35;115;;RESINATO IDROREP. 200 GR. ECRU';;46100;OMBRELLONE GARDA DIAM.  300 CM. COLOR ECRU';B016;"Alu umbrella 3mt round 
Alum pole 39mm (extra strong)x 0.9mm Thickness
steel ribs 12*18mm x 8 pcs
200g PU coated polyester with water repellency
All wooden finishing
with air vent and crank and tilt
Fabric color #603 beige";ECRU';Fabric color #603 beige;diam.  300 cm;0,031;1;154x14x14 cm;28,5;21,89;;2.194;2194;;2,73;1,71;115;24,63;5,5;6,8;YADA;21,96;26,1;18,79;24,2;18,51;;;OMBRELLONE
382;7,27;95,2;100,4;100,4;-6,78;107,7;-6,35;115;;RESINATO IDROREP. 200 GR. VERDE;;46101;OMBRELLONE GARDA DIAM.  300 CM. COLOR VERDE;B016;"Alu umbrella 3mt round 
Alum pole 39mm (extra strong)x 0.9mm Thickness
steel ribs 12*18mm x 8 pcs
200g PU coated polyester with water repellency
All wooden finishing
with air vent and crank and tilt
Fabric color #627 dark green";VERDE SCURO;Fabric color #627 dark green;diam.  300 cm;0,031;1;154x14x14 cm;28,5;21,89;;2.194;2194;;2,73;1,71;115;24,63;5,5;6,8;YADA;21,96;26,1;18,79;24,2;18,51;;;OMBRELLONE
383;7,27;95,2;100,4;100,4;-6,78;107,7;-6,35;115;;RESINATO IDROREP. 200 GR. BORDEAUX;;46102;OMBRELLONE GARDA DIAM.  300 CM. COLOR BORDEAUX;B016;"Alu umbrella 3mt round 
Alum pole 39mm (extra strong)x 0.9mm Thickness
steel ribs 12*18mm x 8 pcs
200g PU coated polyester with water repellency
All wooden finishing
with air vent and crank and tilt
Fabric color #617 bordeaux";BORDEAUX;Fabric color #617 bordeaux;diam.  300 cm;0,031;1;154x14x14 cm;28,5;21,89;;2.194;2194;;2,73;1,71;115;24,63;5,5;6,8;YADA;21,96;26,1;18,79;24,2;18,51;;;OMBRELLONE
384;0,41;92;97,4;97,4;-0,41;97,8;-4,77;102,7;;RESINATO IDROREP. 200 GR. ECRU';;46105;OMBRELLONE GARDA 200X300 CM. COLOR ECRU' ;B016-SQ;"Alu umbrella 2x3 
Alum pole 39mm (extra strong)x 0.9mm Thickness
steel ribs 12*18mm x 6 pcs
200g PU coated polyester with water repellency
All wooden finishing
with air vent and crank and tilt
Fabric color #603 beige";ECRU';Fabric color #603 beige;200x300 cm;0,04;1;185x14x14 cm;24,1;18,51;;1.700;1728;;3,47;1,45;102,66;21,98;5,4;6,7;YADA;20,25;24,4;17,46;20,81;15,9;;;OMBRELLONE
385;0,41;92;97,4;97,4;-0,41;97,8;-4,77;102,7;;RESINATO IDROREP. 200 GR. VERDE;;46106;OMBRELLONE GARDA 200X300 CM. COLOR VERDE;B016-SQ;"Alu umbrella 2x3 
Alum pole 39mm (extra strong)x 0.9mm Thickness
steel ribs 12*18mm x 6 pcs
200g PU coated polyester with water repellency
All wooden finishing
with air vent and crank and tilt
Fabric color #627 dark green";VERDE SCURO;Fabric color #627 dark green;200x300 cm;0,04;1;185x14x14 cm;24,1;18,51;;1.700;1728;;3,47;1,45;102,66;21,98;5,4;6,7;YADA;20,25;24,4;17,46;20,81;15,9;;;OMBRELLONE
